stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6230091,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1310030111.0,path_fly_mid_small_018,2210020111,Dash,2210020111.0,Dash,1110010111.0,Drop,1110010111.0,Drop,path_fly_mid_small_005,6.0,1110010111.0,Dash,1110010111.0,Dash,2210020111.0,Dash,1310020211.0,Dash,path_grd_close_small_039,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,0.0,2210020111.0,Drop,2210020111.0,Drop,1110010111.0,Drop,1310030111.0,Drop,path_fly_mid_small_024,7.0,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,1210040111.0,Jump,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230092,wave_tower_missilis_002,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_close_small_036,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,2220050111.0,Dash,path_grd_mid_small_040,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,path_grd_mid_small_052,2220020111.0,Dash,1220040111.0,Jump,2220020111.0,Dash,1220040111.0,Jump,path_grd_mid_elite1_802,3.0,1220040111.0,Jump,1220040111.0,Jump,3220020111.0,Drop,2320060211.0,Drop,path_grd_mid_small_070,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Jump,6,57,0,normal,path_grd_mid_special_065,8.0,2120010111.0,Dash,2120010111.0,Dash,2220020111.0,Drop,3220020111.0,Drop,path_grd_mid_small_075,5.0,2220020111.0,Jump,3220020111.0,Jump,2220020111.0,Jump,3220020111.0,Jump,path_fly_mid_elite2_805,7.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Drop,1310010111.0,Drop,,,,,,,,,,,
6230093,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320030111.0,path_grd_close_elite1_801,2220030111,Dash,2220030111.0,Dash,2220040111.0,Drop,1320030211.0,Drop,path_grd_mid_small_043,7.0,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_fly_mid_small_050,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,path_grd_mid_elite1_802,0.0,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,1320030111.0,Drop,path_grd_close_small_054,6.0,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,2220040111.0,Drop,15,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6230094,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3320060111.0,path_grd_mid_small_002,2220020111,Drop,2220020111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,path_grd_close_elite1_801,7.0,2220020111.0,Dash,2220020111.0,Dash,1220050111.0,Drop,3320060211.0,Drop,path_fly_mid_small_050,1210040111.0,Dash,1210040111.0,Dash,1210040111.0,Dash,3210040111.0,Drop,path_grd_close_small_048,,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,path_grd_mid_elite1_802,0.0,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Drop,3320060111.0,Drop,21,21,0,,path_grd_close_small_051,6.0,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230095,wave_tower_missilis_002,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3320020111.0,path_fly_mid_small_030,1210010111,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,path_grd_mid_elite2_805,5.0,2220020111.0,Dash,2220020111.0,Dash,3320020211.0,Drop,3320020211.0,Drop,path_grd_far_special_066,2220020111.0,Dash,3220070111.0,Dash,3220060111.0,Drop,3220060111.0,Drop,path_fly_mid_small_039,10.0,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,path_grd_mid_elite2_808,0.0,3220070111.0,Dash,3220070111.0,Dash,2320020211.0,Drop,3320020111.0,Drop,0,36,21,,path_fly_mid_small_050,,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,path_grd_far_small_044,,3220060111.0,Dash,3220060111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,,,,,,,,,,,4.0,,,,,,,,,,
6230096,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320070111.0,path_grd_mid_small_002,1220010111,Dash,1220010111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,path_grd_mid_small_011,6.0,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,3320010211.0,Drop,path_fly_mid_small_024,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,path_grd_mid_elite1_802,0.0,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,path_grd_close_small_072,8.0,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,3220020111.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
6230097,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3310020111.0,path_grd_far_small_062,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_elite1_802,7.0,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320060211.0,Drop,path_fly_mid_small_030,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_fly_mid_elite1_802,0.0,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,3310020111.0,Drop,path_grd_far_special_063,6.0,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Dash,0,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230098,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1310020111.0,path_fly_mid_small_002,2210010111,Drop,2210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,path_grd_close_elite1_801,6.0,3220040111.0,Jump,3220040111.0,Jump,2220040111.0,Dash,2320010211.0,Dash,path_fly_close_small_029,3210010111.0,Drop,3210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_fly_close_elite1_801,0.0,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Drop,1310020111.0,Drop,path_grd_mid_small_052,6.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230099,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320030111.0,path_grd_far_small_003,1220030111,Drop,1220030111.0,Drop,3220070111.0,Jump,3220070111.0,Jump,path_grd_mid_small_070,7.0,1220030111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,2320030211.0,Drop,path_fly_mid_small_053,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,path_grd_mid_elite1_802,0.0,1220030111.0,Dash,1220030111.0,Dash,3220070111.0,Drop,2320030111.0,Drop,path_grd_far_small_074,7.0,1220030111.0,Drop,1220030111.0,Drop,3220070111.0,Drop,2220040111.0,Dash,0,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
6230100,wave_tower_missilis_002,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,1420010111.0,path_grd_mid_centurion_901,1420010111,Normal,,,,,,,path_grd_close_small_060,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,path_grd_mid_special_065,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Jump,2220030111.0,Jump,path_fly_mid_elite3_814,3.0,1110010111.0,Drop,1110010111.0,Dash,1110010111.0,Dash,1310010211.0,Drop,path_grd_mid_small_075,,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,12,37,0,,path_grd_mid_small_002,,3220030111.0,Normal,3220030111.0,Normal,3220030111.0,Normal,3220030111.0,Normal,path_fly_close_small_023,4.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1310040211.0,Dash,,,,,,,,,,,4.0,,,,,,,,,,
